name,urn,country,products,brandname
Az. Agr. Salchetto srl,1X087HXO,Italy,Salcheto Vino Nobile Di Montepulciano,
Az. Agr. Uccelliera Di Andrea Cortonesi,1X07K839,Italy,Uccelliera Brunello di Montalcino DOCG Red Wine;Uccelliera Rosso Di Montalcino DOC Red Wine,
Az. Agr. Volpe Pasini ,1X06VFYT,Italy,Pinot Grigio Zuc di Volpe;Sauvignon Zuc di Volpe Volpe Pasini;Friulano Volpe Pasini;Togliano Merlot Volpe Pasini;Ribolla Gialla Volpe Pasini;Sauvignon Volpe Pasini;Chardonnay Volpe Pasini;Focus Merlot Zuc di Volpe;Grivo' Pinot Grigio Volpe Pasini;Cabernet Volpe Pasini,
Az.Ag. La Calonica di Cattani Fernando,1X06UGTV,Italy,"Cortona DOC Sangiovese ""Calcianio"" 2010;Cortona DOC Sangiovese ""Girifalco"" 2009;Vino Nobile di Montepulciano DOCG 2008;Vino Nobile di Montepulciano;La Calonica Girifalco Sangiovese;La Calonica Sangiovese",AZ. AGR. LA CALONICA di Cattani Fernando;AZ. AGR. LA CALONICA di Cattani Fernando;AZ. AGR. LA CALONICA di Cattani Fernando
Azgranata,1X09VKUI,Azerbaijan,AzGranata Rubai;Azerbaijan Pomegranate Wine;Azerbaijan Rubai 2010;Azerbaijan Rkatsiteli 2011 ;AzGranata Kahraba,
Azienda Agraria Duca Carlo Guarini SS Agricola,1X087WFX,Italy,Malìa Rosso IGT Salento Rosso;Boemondo IGT Salento Primitivo Rosso;Piutri Negroamaro IGT Salento Rosso,"Azienda Agraria Duca Carlo Guarini, Le Masserie del Duca;Azienda Agraria Duca Carlo Guarini, Le Masserie del Duca;Azienda Agraria Duca Carlo Guarini, Le Masserie del Duca"
Azienda Agraria La Ciarliana di Frangiosa Luigi,1X06TT9C,Italy,Vino Nobile di Montepulciano 2006;Vino Nobile di Montepulciano 2007;Rosso di Montepulciano,
Azienda Agricola Albino Piona ,1X06U39I,Italy,Custoza DOC Albino Piona;Bardolino DOC Albino Piona;White Wine;Estro di Piona Rosé Spumante;Corvina Veronese IGT - Campo Massimo;Merlot Garda - Campo Massimo;Sparkling Wine;Estro di Piona Blanc;Red Wine,Azienda Agricola Albino Piona;Azienda Agricola Albino Piona;Azienda Agricola Albino Piona
Azienda Agricola Casa Emma di Lepri Fiorella,1X05V3N4,Italy,IGT Soloio 2007;Casa Emma Chianti Classico;Chianti Classico Riserva,Casa Emma;Casa Emma;Casa Emma
Azienda Agricola Casa Roma SS Societa Agricola,1X0AKVOR,Italy,Nesio - Raboso Brut - Metodo Classico Wine;San Dordi - Incrocio Manzoni Piave DOC Wine;Chardonnay Venezia D.O.C. Wine;Manzoni Bianco Wine;Carmenère Wine ;Raboso Del Piave D.O.C. Wine;Cabernet Sauvignon Venezia D.O.C. Wine;Raboso Sestier Wine;Malanotte Piave D.O.C.G. Wine,
Azienda Agricola Ciani Valter,1X099ZKJ,Italy,Cabernet Franc DOC Ciani Red Wine 2013;Verduzzo Friulano DOC Ciani 2014;Merlot DOC Ciani Red 2013;Refosco Dal Peduncolo Rosso DOC Ciani Red Wine 2013;Friulano DOC Ciani 2014,CIANI WINES;CIANI WINES;CIANI WINES
Azienda Agricola Forchir di Bianchini e Deana Soc. Agricola,1X05X6G2,Italy,"Forchir Pinot Grigio ""Lamis"";White Wine;Forchir Traminer Aromatico ""Glère"";Forchir Refoscone;Red Wine",
Azienda Agricola Giuliani Raffaele,1X06U7ZG,Italy,Gioia del Colle Primitivo Reserva;Gioia del Colle Primitivo 2007;Chiancaia 2010,
Azienda Agricola La 3 D srl,1X05ZNBS,Italy,Wine Etna Rosso DOC;Isolanuda Etna Bianco DOC 2010;Italian Nerello Mascalese 2008;Wine Etna Bianco DOC;Sciarake Etna Rosso DOC 2008,
Azienda Agricola Lanciola,1X0604N1,Italy,Lanciola Chianti;Terricci Red Wine;Chianti Classico Le Masse Di Greve;Chianti DOCG;Riccionero IGT;Terricci 2001;Chianti Colli Fiorentini Red Wine;Chianti Classico,
Azienda Agricola Le Caniette di Vagnoni Giovanni e Luigino,1X0609ZA,Italy,Rosso Bello Red Wine;Nero di Vite Rosso Piceno DOC;Rosso Bello Rosso Piceno DOC;Morellone Red Wine;Morellone Rosso Piceno DOC;Nero di Vite Red Wine,Le Caniette;Le Caniette;Le Caniette
Azienda Agricola Malenchini,1X07M06U,Italy,Chianti DOCG 2009;Toscana IGT Peregrinus 2007,
Azienda Agricola Panzanello di Andrea Sommaruga,1X06TRXU,Italy,Chianti Classico Wine;IGT Il Manuzio 2004;Chianti Classico Riserva,
Azienda Agricola Provenza,1X04WQ0U,Italy,"Garda Classico Chiaretto;Classic Rose blend of Barbera, Sangioves, Marzemino, Gropello grapes;Top range white wine of 100% Trebbiano Lugana grapes;Historic full bodied red blend - Sangiovese, Gropello, Barbera, Marzemino grapes;Lugana DOC White Wine;Benaco Btresciano Rosso Red Wine;Trebbiano di Lugana;Garda Classico Rosso","The Provenza Estate or ""Cà Maiöl"";The Provenza Estate or ""Cà Maiöl"";The Provenza Estate or ""Cà Maiöl"""
Azienda Agricola Roberto Sarotto di Cavallotto Aurora ,1X087OPB,Italy,Barolo DOCG 2009 Audace;Moscato d'asti DOCG 2012 Solatio;Barbaresco DOCG 2010 Gaia Principe,
Azienda Agricola San Marco di Capra Marco,1X06VFM5,Italy,Barbera d'Alba DOC;Dolcetto d'Alba DOC;Barbera d'Asti DOCG,
Azienda Agricola San Savino di Capecci Domenico,1X0609YB,Italy,Rosso Piceno ;Rosso Piceno Superiore DOP 2007;Marche Rosso 2005 Montepulciano;Marche Sangiovese;Offida Pecorino ;Rosso Piceno Superiore Red Wine;Marche Rosso Red Wine;Marche Passerina;Offida Pecorino White Wine,PODERI CAPECCI SAN SAVINO;PODERI CAPECCI SAN SAVINO;PODERI CAPECCI SAN SAVINO
Azienda Agricola Testori Quinto e Pietro di Testori Danilo,1X06TT8D,Italy,Moscato Spumante;La Franceschina Extra Dry;Bonarda Amabile;La Franceschina Rose;Riesling Spumante;Malvasia Dolce;Malvasia Secca;Vigna Sant'Ambrogio;Moscato;Croatina Dolce,
Azienda Agricola Zerioli SAS di Zerioli Filippo & C. Societa Agricola,1X07K6F3,Italy,2010 Gutturnio;Red Wine;2007 Cabernet Sauvignon,
Azienda Cantarutti Alfieri Societa Agricola Semplice,1X06TRED,Italy,Cantarutti Poema;Italian Cabernet Franc 2004;Italian Poema 2004;Italian Cabernet Sauvignon 2010;Cantarutti Pinot Grigio;Cantarutti Chardonnay DOC Friuli Grave,
Azienda Marramiero,1X09A8TJ,Italy,Marramiero Abruzzo Pecorino DOC 2015;Marramiero Montepulciano Riserva 2012;Marramiero Da Ma;Dante Marramiero Montepulciano 2005;Marramiero Inferi 2011;ABRUZZO PECORINO DOP,
Azienda Societa Cooperativa - Tenute 4 Conti,1X099ZFO,Italy,Primitivo di Manduria doc 4 Conti;Rosso IGT Puglia - Tre Grande;Primitivo IGT Puglia - 4 Conti,
Azienda Vinicola Cantele,1X087WB1,Italy,Negroamaro Red Wine;Chardonnay White Wine;Primitivo Red Wine,
Azienda Vinicola Coppi,1X099ZEP,Italy,"CANTONOVO Primitivo Bio / Organic IGP Puglia;""ISOTTEO"" Verdeca Brut IGP Puglia;""VANITOSO"" Primitivo Riserva DOC Gioia del Colle 2016;""BOLLICINE CHERÌ"" Negroamaro Extra-Dry IGP Salento;""SENATORE"" Primitivo DOC Gioia del Colle 2017;""SERRALTO"" Malvasia Bianca IGP Puglia;""DON ANTONIO"" Primitivo IGP Puglia;""PELLIROSSO"" Negroamaro IGP Salento",
Azienda Vinicola Enio Ottaviani & C. SNC,1X07K6E4,Italy,Novecento 28 Red Wine;Filare 15 Red Wine;Sole Rosso Red Wine,
Aziende Agricole M. e G. Fugazza di Giovanna Fugazza,1X07K7KV,Italy,Pinot Nero dell'Oltrepo Pavese DOC;Malvasia Colli Piacentini DOC;Gutturnio Classico Reserva,
BIG 5. Winederful Experiences,1X087NTA,Spain,Senda del Oro;MAS RAMONEDA;VIZCARRA 15 Meses;Cava Rovira Baques;Olive Oil;Primon Red Wine;PREDICAT;BODEGAS GOMEZ CRUZADO;Wine;LA BOELLA,
BKB,1X06TQGE,South Africa,King Shaka Jubilee 2006;Queen Mantfombi Dry Rose MCC;King Cyprian Cream Liqueur,
BNI Internaional Ltd,1X06TH6F,Hong Kong,Terre Di Leone Amarone Della Valpolicella Classico 2006;Giardini Arimei;Olpaio Super Toscan D.O.C;Adami Bosco Di Gica Brut Prosecco Superiore;Bosco di Gica Brut Prosecco Superiore DOCG;Scarzello Barolo Vigna Merenda 2005,
BS Wine Cellier Des Demoiselles,1X06XEO6,France,Rose de Demoiselles Corbieres 2010;Blanc de Blancs Demoiselles Corbieres 2010;Col d'Arribat 2009,
Bacale Srl - Brand: Speciality,1X096ZJK,Italy,"Bruschetta with Artichoke and Olive ;""Poponcini"" Al Formaggi O Ol Capra;Pecorino Cheese with Truffle;Fresh Grilled Pepper ;""Orme"" Vino Rosso Fruitato;Caciocavallo Cheese;Pecorino Cheese with Pears;Caciocavallo Cheese Aged in Caves;Taralli Alla Pizza;Extra Virgin Olive Oil",Specitaly;Specitaly;Specitaly
Bacalhoa Vinhos de Portugal,1X06USF9,Portugal,Portuguese Wine;Quinta da Bacalhôa,"QUINTA DA BACALHOA, QUINTA DO CARMO, JP AZEITAO, DOM MARTINHO;QUINTA DA BACALHOA, QUINTA DO CARMO, JP AZEITAO, DOM MARTINHO;QUINTA DA BACALHOA, QUINTA DO CARMO, JP AZEITAO, DOM MARTINHO"
Bacchus Fine Wines (Asia) Ltd,1X08RIVN,Hong Kong,Mailly Champagne;Domaine Doudet-Naudin,"France:(Louis de Sacy,Mailly,Domaine des Remizières,Michel Picard,Doudet Naudin) Tupari-New Zealand,L’Aventure-USA,Monte Cascas-Portugal,Pelassa-Italy,RedHeads Stuido-Australia, Spain:(Castell d’Age,Anta Banderas) Gauchezco-Argentina,Tutunjian-Chile;France:(Louis de Sacy,Mailly,Domaine des Remizières,Michel Picard,Doudet Naudin) Tupari-New Zealand,L’Aventure-USA,Monte Cascas-Portugal,Pelassa-Italy,RedHeads Stuido-Australia, Spain:(Castell d’Age,Anta Banderas) Gauchezco-Argentina,Tutunjian-Chile;France:(Louis de Sacy,Mailly,Domaine des Remizières,Michel Picard,Doudet Naudin) Tupari-New Zealand,L’Aventure-USA,Monte Cascas-Portugal,Pelassa-Italy,RedHeads Stuido-Australia, Spain:(Castell d’Age,Anta Banderas) Gauchezco-Argentina,Tutunjian-Chile"
Baglio dei Fenicotteri,1X06VH7E,Italy,Respensa Riserva 2007;Nero d'Avola Reserva 2007;Prim’Amore;Nero D'avola Riserva 2010;Nero D'avola Passito;Nero d'Avola DOC 2008;Nero D'avola Doc Eloro Respens A Riserva 2010;Passito di Noto 2008,
Baglio di Pianetto ,1X06VFR0,Italy,Cembali Nero d'Avola 2006;Ramione 2006;Insolia Y 2010;Salici 2004;Nero D'Avola 2006;Shymer 2009;Ramotorto 2001;Carduni 2005;Ficiligno 2010;Cembali 2005,Baglio di Pianetto;Baglio di Pianetto;Baglio di Pianetto
Balmoral Vineyards,1X087OHJ,Spain,Edoné Cuvée de María;Maravides 12 Meses;Maravides Atilano Garcia Tempranillo & Cabernet S.;Milberit Parcelas Seleccionadas;Milberit Tempranillo & Cabernet S.;Edoné Gran Cuvée;Maravides Mediterráneo,Balmoral Maravides Edone;Balmoral Maravides Edone;Balmoral Maravides Edone
Banfi ,1X06VFN4,Italy,Belnero;Brunello Di Montalcino Castello Banfi;Rosa Regale,
Barbanera Srl,1X06TSEA,Italy,"Chianti Riserva DOCG;Puglia Primitivo IGT 2012 - ""Alchimia"";Sangiovese di Toscana IGT 2013 - ""Sir Passo"";Sir Passo Sangiovese;Vino Nobile di Montepulciano Duca di Saragnano DOCG;Toscana Rosso IGT - ""Vecciano"";Brunello di Montalcino DOCG","Duca di Saragnano, Barbanera, Terre del Principe;Duca di Saragnano, Barbanera, Terre del Principe;Duca di Saragnano, Barbanera, Terre del Principe"
Baron d'Escalin,1X089945,France,Domaine Vergobbi;Domaine D'Escalin Rose 2012;Domaine D'Escalin 2009,
Baron de Ley Group,1X07KTST,Spain,2001 Reserve Tempranillo;Reserve Tempranillo,
Baronia de Turis,1X087OV5,Spain,Luna de Mar;Castillo Turis Gran Seleccion;Mistela Moscatel Turis,
Barossa Grape & Wine Association,1X060OY2,Australia,Peter Lehmann Red Wine;Platinum Label Shiraz 1998;Pewsey Vale Riesling 1999,
Barrieres Freres,1X089954,France,D DE DASSAULT 2014;Chateau Beychevelle Saint Julien 2010;Divin de Corbin 2014;Gouprie 2014;Chateau Beaumont Haut-Medoc 2010;Chateau d'Arvigny Haut-Medoc 2010,
Barristers Block Premium Wines,1X05ZANJ,Australia,Cabernet Sauvignon Red Wine;Pinot Noir Rose Wine;Sauvignon Blanc White Wine,
Bartoli Giusti - Tenuta Comunali,1X06TSWS,Italy,Brunello di Montalcino;Rosso di Montalcino,
Baur au Lac Vins ,1X06TR4N,Switzerland,Crios de Susana Balbo Torrontes;Palacios Remondo La Montesa Rioja;Tinto Figuero Ribera del Duero,
Beau Joubert Vineyards & Winery,1X06TS6I,South Africa,Beau Joubert Sauvignon Blanc;Oak Lane Wine Series,
"Beijing Shunxing Halewood Alcoholic Beverage Ltd.,",1X09VH2J,Mainland China,United Kingdom Whitley Neill Gin;Romania Cramele Halewood Shiraz 2014;North Ireland Whiskey,RED SQUARE;WEST CORK;POGUES;whitley Nill;Lambrini ;CRABBIES;RED SQUARE;WEST CORK;POGUES;whitley Nill;Lambrini ;CRABBIES;RED SQUARE;WEST CORK;POGUES;whitley Nill;Lambrini ;CRABBIES
Belasco de Baquedano S.A.,1X09AFHA,Argentina,Swinto 2012;Guentota 2011,
Belvidere Winery,1X07MKYE,Australia,2010 Shiraz;Australian Shiraz,
Benedetti & Grigi Soc Agr SRL,1X0A7ZZ4,Italy,Gaits del Falco Sagrantino Montefalco DOCG,
Bergsig Estate (Pty) Ltd,1X07KTI3,South Africa,Cabernet Sauvignon 2011;Chardonnay 2012;Bergsig Icarus 2010,
Besini Company Ltd,1X07L18P,Georgia,Kindzmarauli Wine;Mukuzani Wine;Besini Saperavi,
Best Wealth Wine (HK) Limited  ,1X09SULX,Hong Kong,Chateau Margaux;Chateau Ferriere;Martell Cognac Cordon Bleu;Les Forts De Latour;Carruades De Lafite;Chateau Mouton Rothschild;Le Petit Mouton De Mouton Rothschild;Chateau Latour;Chateau Latour Martillac;Pavillon Rouge Du Chateau Margaux,
Bethwines,1X08TJ96,Chile,Millantu,
Bidoli,1X06TRDE,Italy,Merlot DOC Friuli Grave;Pinot Grigio IGT Delle Venezie;Sauvignon Blanc DOC Friuli Grave,
Big Head Wines Inc,1X099YFR,Canada,Big Head Wines 2013 VQA Cabernet Franc Icewine;Big Head Wines 2013 VQA Riesling White Wine;Big Head Wines 2013 VQA Videal Icewine;Big Head Vidal Blanc Ice Wine;Big Head Riesling Ice Wine;Big Head Wines 2014 VQA Riesling Icewine;Big Head Wines 2013 VQA Select Late Harvest Riesling;Big Head Cabernet Franc Ice wine,
Bindella,1X07L0Z1,Italy,Fossolupaio Rosso di Montepulciano;Bindella Vino Nobile di Montepulciano;Bindella Riserva Vino Nobile di Montepulciano,
Bindi Sergardi,1X099X72,Italy,Chianti Classico La Ghirlanda;Chianti Classico Riserva Calidonia;Chianti Colli Senesi Al Canapo,
Bird Wines,1X08P8NP,New Zealand,2011 Big Barrel Pinot Noir;2013 Manu Pinot Noir;2012 Pinot Gris,"Steve Bird, Manu;Steve Bird, Manu;Steve Bird, Manu"
Biurko Doc Rioja,1X07KTTS,Spain,Red Organic Wine Biurko Joven DOC RIoja;Red Wine Monte Ocijo Crianza DOC Rioja;Red Organic Wine Biurko Barrica Tempranillo/Graciano;Red Organic Wine Biurko Crianza DOC Rioja;Red Wine Monte Ocijo Barrica DOC Rioja,"Biurko, Monte Ocijo, Joanes de Bargota;Biurko, Monte Ocijo, Joanes de Bargota;Biurko, Monte Ocijo, Joanes de Bargota"
Blaauwklippen Vineyards ,1X07KJKV,South Africa,Blaauwklippen Cabernet Sauvignon;Potstilled Brandy;Blaauwklippen Reserve Shiraz 2010;Grappa Merlot;Blaauwklippen Before and After Aperitif;Before & After Aperitif Brandy;Blaauwklippen Potstilled Brandy,
Black Sea Gold Winery,1X08TJHY,Bulgaria,"Arte Ante 2008, Cabernet Sauvignon Special Reserve;Villa Ponte 2013, Chardonnay Sauvignon Blanc",
Blue Pyrenees Estate Pty Ltd,1X09AET1,Australia,Blue Pyrenees Midnight Cuvée Sparkling Chardonnay 2010;Blue Pyrenees Chardonnay 2013;Blue Pyrenees Richardson 2012;Blue Pyrenees Richardson Shiraz 2012;Blue Pyrenees Merlot 2013;Blue Pyrenees Richardson Reserve 2012;Blue Pyrenees Midnight Cuvee 2008;Blue Pyrenees Estate 2012,Blue Pyrenees Estate;Blue Pyrenees Estate;Blue Pyrenees Estate
Bodega Aniello,1X09TXFU,Argentina,Anielo SOIL Malbec 2014;Aniello 006 RSE Merlot 2015;Aniello Trousseau Viña 1932;Aniello 006 RSE Malbec 2015;Aniello 006 RSE Pinot Noir 2015;Aniello 006 RSE Chardonnay 2015;Aniello Soil Blance De Pinot Noir;Aniello SOIL Merlot 2014,
Bodega Aranleon,1X087OII,Spain,Bles Roble 2011;El Arbol de Aranleon 2008;Aranleon Solo 2009,
Bodega Benegas,1X06WAQG,Argentina,Meritage 2006;Malbec 2009;Red Wine;Malbec 2010,
Bodega Borbore,1X06WARF,Argentina,Cabernet Sauvignon 2011;Malbec 2008;Syrah 2010,
Bodega Budeguer,1X099PX0,Argentina,Tucumen Malbec 2014;Tucumen Cabernet Sauvignon 2014;Malbec Reserva 2012,
Bodega Casas De Moya Sl.,1X0AK6MW,Spain,Justina De Moya;Diego de Moya;Gloria de Moya;Julia de Moya;Maria De Moya;Sofia De Moya;Tibó de Moya,
"Bodega Dehesa de la Luna, S.L.",1X087NBS,Spain,Luna Lunera;Dehesa De Luna;Dehesa De Luna Tempranillo,"Luna Lunera, Dehesa de Luna;Luna Lunera, Dehesa de Luna;Luna Lunera, Dehesa de Luna"
Bodega Eclipse,1X06WASE,Argentina,Malbec 2008;Chardonnay Sparkling Wine;Torrontes 2010,
Bodega Iaccarini,1X06WATD,Argentina,EH19 Cabernet Sauvignon;Cavas Don Nicasio Reserva Malbec;Malbec 2010;Cavas Don Nicasio Reserva Bonarda;Cavas Don Nicasio Gran Reserva Bonarda;Chardonnay 2010;Cabernet Sauvignon 2010;Cavas Don Nicasio Gran Reserva Malbec;EH19 Malbec;Via Blanca Bonarda,
Bodega Jorge Rubio,1X09TXEV,Argentina,Privado Jorge Rubio;Finca Gabriel;Jorge Rubio Gran Reserva,
Bodega Los Aljibes,1X0A7IXL,Spain,ALJIBES;SELECTUS,
Bodega Los Clop,1X06WAUC,Argentina,Pinot Noir 2011;Bonarda 2010;Malbec Reserve 2008,
"Bodega Matarromera, S.L.",1X05XKXF,Spain,Red Wine,
Bodega Navarro Correas,1X0A76PT,Argentina,Navarro Correas Winery,
Bodega Noemia Patagonia,1X09TX09,Argentina,J. ALBERTO;A Lisa;Bodega Noemía;Bodega Noemia;J Alberto;A LISA,
Bodega Paiman,1X099PO9,Argentina,KEO Roble Carbernet Sauvignon 2013;KEO Cabernet Franc Cabernet Sauvignon 2014;Paiman 5 Hileras 2013,
Bodega Patritti ,1X06058D,Argentina,Pinot Noir Red Wine;Malbec Red Wine;Cabernet Sauvignon 2008,
Bodega Quattrocchi,1X0605E7,Argentina,Quattrocchi Grand Reserve Barbera 2010;Quattrocchi Reserve;Cuyum Mapu Red Wine;Valle Huarpe;Cuyum Mapu;Quattrocchi Red Wine Series;Valle Huarpe 2011,
Bodega Raffy,1X0A76QS,Argentina,Hedera 2014 Malbec Red Wine;Tursos 2014 Malbec Red Wine;Pardus 2014 Malbec Red Wine,"Raffy, 333;Raffy, 333;Raffy, 333"
Bodega Tercia de Ulea,1X05XKYE,Spain,Vina Botial 2009;Rose Wine;Spanish Red Wine;Red Wine;Spanish Rose Wine,Tercia de Ulea - Viña Botial and Rambla de Ulea;Tercia de Ulea - Viña Botial and Rambla de Ulea;Tercia de Ulea - Viña Botial and Rambla de Ulea
"Bodega Torrecastillo, S.L.",1X05XL18,Spain,Eilo Red Wine;Cosecha Red Wine;Torre Castillo White Wine,
Bodega Traversa ,1X06WLPK,Uruguay,Tr-Varietal Wine;Red Wine;Reserve Wine,
Bodega Virgen de la Asuncion,1X08SURR,Spain,2012 Zarzuela Rose;Zarzuela Selection 2009;Vina Valera Reserva Red 2006;Red Wine Roble 2012;Vina Valera Young 2012;Zarzuela Crianza Red 2009,
Bodega Volcanes de Chile,1X06TVZG,Chile,Pomerape Limited Edition Sauvignon Blanc 2011;Summit 2900 Reserva Cabernet Sauvignon 2009;Parinacota Limited Edition Carignan Syrah 2009,
Bodega del Desierto,1X06057E,Argentina,Cabernet Franc 2009;25/5 Cabernet Sauvignon;25/5 Cabernet Sauvignon 2006;25/5 Corte Calden 2006;Chardonnay 2009;Desierto Pampa Blend;25/5 Corte Caldén;Desierto Pampa 2006;Red Blend Wine 2006,25/5 - Desierto Pampa;25/5 - Desierto Pampa;25/5 - Desierto Pampa
Bodega del Palacio de los Frontaura y Victoria ,1X06VQ3R,Spain,Cosecha 2007;Cosecha 2010;Crianza 2005,
Bodega el Esteco,1X0A76OU,Argentina,El Esteco Cabernet Sauvignon;Fincas Notables Malbec;El Esteco Malbec,
Bodega y Vinedos Renacer S.A.,1X060A42,Argentina,Enamore Red Wine;Punto Final Reserva;Punto Final Clasico,
Bodega y vinedos Mauricio Lorca SA,1X087E5P,Argentina,Malbec Red Wine;Chardonnay White Wine;Torrontes White Wine,
"Bodegas Almansenas, S.L.",1X05XKZD,Spain,Adaras Red Wine;La Vega de Adaras 2007 Red Wine;Calizo de Adaras 2007 Red Wine,
"Bodegas Artajona, S.L.",1X05XL09,Spain,Chardonnay White 2010;Garnacha Rose 2010;Red Wine;Crianza 2008,
Bodegas Arzuaga Navarro  S.L.,1X099S0O,Spain,Amaya Arzuaga Colección 2010;Arzuaga Crianza 2013;Pago Florentino 2012,
Bodegas BSI,1X0A7IQS,Spain,NUMUN SYRAH;SABATACHA MONASTRELL;GÉMINA CUVÉE SELECCIÓN,
Bodegas Camino del Villar,1X05XOY2,Spain,Garnacha Vieja;Red Wine;Vina Tempranillo,
Bodegas Casa Corredor,1X06VQ5P,Spain,Sensum Casa Corredor 2010;Casa Corredor Syrah Roble 2008;Casa Corredor Roble 2008,
Bodegas Casas Polonio SL,1X0A7IMW,Spain,Campo Amor;TIMEUS;MARQUES DE TAUTE,
Bodegas Castillo Viejo,1X06WLQJ,Uruguay,EL Preciado;Catamayor Reserva,
"Bodegas Centro Espanolas, S.A.",1X05XQBJ,Spain,Allozo Centro Espanolas;Allozo Red Wine;Allozo Crianza;Verdejo;Macabeo;Tempranillo;Allozo Centro Espanolas Red Wine;Allozo Reserva,
Bodegas Costers del Sio,1X06VQ6O,Spain,Alto Sios 2006;Viña del Sios 2008;Sios Selección 2008,
Bodegas Domeco De Jarauta,1X09UAHP,Spain,Viña Marro Reserva;Viña Marro Crianza 2013;Viña Marro Crianza;Domeco de Jarauta,VIÑA MARRO-LAR DE SOTOMAYOR-SANCHO BARON-SOLAR DE CASTRO;VIÑA MARRO-LAR DE SOTOMAYOR-SANCHO BARON-SOLAR DE CASTRO;VIÑA MARRO-LAR DE SOTOMAYOR-SANCHO BARON-SOLAR DE CASTRO
Bodegas El Progreso ,1X07N0EM,Spain,Ojos del Guadiana Reserva;Ojos Del Guadiana Crianza;Ojos Del Guadiana Tempranillo;Ojos del Guadiana Red Wine,
Bodegas El Tanino S.A.T.,1X09UAWA,Spain,Altos de Santiago Chardonnay;Syrah El Tanino;Cabernet Sauvignon El Tanino;Merlot El Tanino;Spain El Tanino Garnacha Tintorera 2011;1752 Crianza,
Bodegas Entremontes,1X07N0KG,Spain,Tempranillo 2011;Entremontes Brut Nature;Clavelito Verdejo 2011,
Bodegas Escorihuela Gascon 1884,1X099PP8,Argentina,Escorihuela Gascon Gran Reserva Malbec 2009;Miguel Escorihuela Gascon Malbec Cabernet Syrah 2009,
Bodegas Esteban Martin SL,1X09UAIO,Spain,Esteban Martin Tinto 2015;Esteban Martin Reserva 2011,
Bodegas Farina,1X06VSN1,Spain,Gran Colegiata Campus 2006;Spanish Sons Termranillo 2008;Gran Colegiata Crianza Roble Frances 2006,
Bodegas Faustino,1X0A7IOU,Spain,Faustino I Gran Reserva;Triennia de Portia;Campillo Gran Reserva,
"Bodegas Felix Sanz, S.L.",1X06VSO0,Spain,Abad Martin 2005;Torrevillar Tempranillo 2009;Casaverde Verdejo 2010,
"Bodegas Fernandez, S.A.",1X06VSPZ,Spain,Monastrell 2011;Crianza 2010;Red Wine Campolargo D.O.P. Jumilla;Monastrell Reserva 2008,"Campoclaro,  Campolargo, Perla Real, Escudo de Plata, Vega Jimena;Campoclaro,  Campolargo, Perla Real, Escudo de Plata, Vega Jimena;Campoclaro,  Campolargo, Perla Real, Escudo de Plata, Vega Jimena"
"Bodegas Fernando Castro, S.L. ",1X05XP1W,Spain,Raices Reserva 2004;Raices Crianza;Gran Reserva 2001,Los Candiles Mareste Detunda Don Juan Ampelo Raíces Alba de los Infantes Montecruz Castillo de Poto Montecruz Raíces Santinio Tanis El Bonito Ledix Montechilena;Los Candiles Mareste Detunda Don Juan Ampelo Raíces Alba de los Infantes Montecruz Castillo de Poto Montecruz Raíces Santinio Tanis El Bonito Ledix Montechilena;Los Candiles Mareste Detunda Don Juan Ampelo Raíces Alba de los Infantes Montecruz Castillo de Poto Montecruz Raíces Santinio Tanis El Bonito Ledix Montechilena
Bodegas Finca La Estacada S.L.,1X0A7IWM,Spain,FE 6 Meses,
"Bodegas Franco Espanolas, S.A.",1X099RYT,Spain,Rioja Bordon Reserva 2009;Rioja Bordon Gran Reserva 2006;Rioja Bordon Crianza 2012,
Bodegas Frontaura,1X07KTWP,Spain,Nexus Cosecha 2011;Tierras Guindas Roble,
Bodegas Fuenmayor ,1X06VSQY,Spain,Nocedal Reserva 2001;Nocedal Crianza 2005,
Bodegas Grupo Yllera SL,1X08SU6C,Spain,Yllera Dominus,"YLLERA, BRACAMONTE, CANTOSAN, COELUS, GARCILASO;YLLERA, BRACAMONTE, CANTOSAN, COELUS, GARCILASO;YLLERA, BRACAMONTE, CANTOSAN, COELUS, GARCILASO"
"Bodegas Hacienda Albae, S.L.",1X05XP3U,Spain,Esencia Red Wine;Chardonnay White Wine;Hacienda Albae 2006,
Bodegas Hacienda del Carche,1X07LZTA,Spain,INFILTRADO;LUNATICO;TAUS FUSION,
Bodegas Hijos de Alberto Gutierrez,1X087OX3,Spain,Valdemoya Rose;Valdemoya Red,
"Bodegas Hnos. Torres, S.L.",1X05XP4T,Spain,Furor,
"Bodegas Ignacio Marin, S.L.",1X07KTXO,Spain,Red Wine,
Bodegas Jose L. Ferrer,1X06VTST,Spain,Cabernet Sauvignon Mantonegro 2009;Chardonnay Moll  2010;Sirah Callet 2009,
Bodegas La Guarda,1X0605D8,Argentina,El Guardado Blend 2009;El Guardado Malbec 2009;Vino Rose 2011;Nina Cabernet Malbec;Vika Syrah Malbec;Argentine Red Wine,
