company_name,country,city,address,website,products
"DPPUL IMP.&EXP. CO., LTD. ZHUHAI",China,Zhuhai,"ROOM215A,2ND FLOOR,BLOCK1 NO.341 EAST YANHE ROAD ZHUHAI,Zhuhai,Guangdong,China",http://www.dppul.co.uk,"IP65 Emergency light, Emergency lightIP65 emergency ceiling light, High brightness emergency ceiling light, Human body induction emergency ceiling light, Emergency lightLED Fire Evacuation Emergency Light, IP65 rechargeable emergency light, Embedded emergency waterproof lamp, Emergency Light"
"DUVAL-MESSIEN (Nanning) High-tech For Lightning Protection Co., Ltd.",China,Nanning,"3 FLOOR, HOBO BUILDING, 8, KE YUAN DONG 5 RD.,Nanning,Guangxi,China",http://www.duval-messien.com.cn/,"Earthing Rod, Copper Coated Earth RodDown Conductor, Copper WireAir Rod Base, Air Rod Ridge Saddles"
"East Group Co., LTD",China,Dongguan,"NO.6 NORTHERN INDUSTRY ROAD , SONGSHANLAKE SCI.& TECH.INDUSTRY PARK, DONGGUAN CITY, GUANGDONG PROVIN,Dongguan,Guangdong,China",http://www.eastups.com,"High frequency on-line double conversion technologyHigh frequency on-line double conversion tecDSP (Digital signal processors) control technologyhnology,Optional parallel function, battery temperature compensation, SNMP card, USB, RS485 card, dry contacts, EMD, and SMS alarms"
"EBRIGHT(FOSHAN) LIGHTING CO.,LTD",China,,"No.2-3 Shunhe Bei Road, Wusha, Daliang,  Shunde, Foshan,Guangdong, China,China","http://www.febright,com",floor lampfloor lamp
Electric Powertek Company Ltd.,China,,"Room 1102, Building 1, West District, Zhongnan Square, Nankai District, Tianjin,Tianjin,China",www.electricpowertek.com、www.groundingsystem.com,"Rod fastening fixture with hot galvanized iron parts, cable with hoop, pull wire hoopHigh voltage arrester   compound zinc oxide arrester   arrester series of electric toolsGlass insulator, disk-type suspension insulator, anti-fouling toughened glass insulator"
ENWA SUPPLY & MANUFACTURING LTD.,China,Chengdu,"RM 916, VANKE V-PARK,NO.10 SEC.1 NORTH 2ND RING RD.,CHENGDU, CHINA,Chengdu,Sichuan,China",,"Ultrasonic Cleaner, 0.5LUltrasonic Cleaner, 2.0LTable Lamp"
"ERTCKE BANNER YIJIHASN CASHMERE PRODUCTS CO.,LTD",China,Ordos,"INNER MONGOLIA ORDOS THE CITY THIS FLAG ULAM URIAH BENEVOLENCE IS WEST JENN-AIR TOWN STREET PROCURATORATE SOUTH 200 METERS,Ordos,Inner Mongolia,China",,Flashlight
"Esavior(Guangzhou)Green Energy Co.,Ltd",China,Guangzhou,"Building F, 7th floor, Room 702, No. 22 Tengda East Road, Shilou Town, Panyu District, Guangzhou City.,Guangzhou,Guangdong,China",,Solar Light/Solar Street Light/Solar Lamp/Solar Led lightSolar Light/Solar Street Light/Solar Lamp/Solar Led lightSolar Light/Solar Garden Light/Solar Lamp/Solar Led light
"FAR EAST LIGHTING CO.,LTD.",China,Ningbo,"LONGSHAN CIXI NINGBO,Cixi City,Ningbo,Zhejiang,China",http://www.fareastlamp.com,FL7560NFL7440CF7236T-LS
Flextech company,China,Wuhan,"10TH FLOOR,BLDG B4,FUTURE CITY,999 GAOXIN ROAD,EAST LAKE HIGH TECHNOLOGY DEV. ZONE,WUHAN,HUBEI,CHINA,Jiangxia District,Wuhan,Hubei,China",http://meigeinc.com,"60w portable solar panel, RV Solar panel, rv solar charger, camping solar panel, outdoor solar panelSolar Battery Charger, Solar Panel, Small Solar Panel, Solar Charger, Portable Solar Charger, Flexible Solar Charger, Flexible Solar Panel"
"FOSHAN CITY TOP DEAL IMPORT AND EXPORT CO.,LTD",China,Foshan,"ROOM 1004, BUILDING A, UNIT 1, PHASE 6,GUICHENG TIAN'AN DIGITAL PLAZA, NANHAI, FOSHAN,GD,CHINA,Foshan,Guangdong,China",http://www.fs-topdeal.com,"Power Stripmagnetic Flood light，magnetic，Flood light，10w, 20w, 30w,220V Grille light"
FoShan Decolite Lighting Factory,China,,"No.18th,DashaTou,Yinhe,Pingnan,Guicheng,Nanhai Dist.,Foshan City,Guangdong,China.,China",,table lamp table lampWALL LAMP
"FOSHAN ECCO LIGHTING  CO., LTD.",China,Foshan,"NO. 70, EAST DEVELOPMENT ZONE,DONGLIAN SHICHEN VILLAGE , DANZAO TOWN, NANHAI DISTRICT, FOSHAN CITY.,Foshan,Guangdong,China",http://www.eccosmart.com,USB rechargeable lightAC undercabinet lightEU socket USB undercabinet
FOSHAN ELECTRICAL AND LIGHTING CO .LTD,China,Foshan,"64 NORTH FENJIANG ROAD, CHANCHENG DISTRICT, FOSHAN, GUANGDONG,Chancheng District,Foshan,Guangdong,China",http://www.chinafsl.com/en,"downlight3CCT, A60, BULBT8, TUBE"
"FOSHAN EMINENT INDUSTRY DEVELOPMENT CO.,LTD.",China,Foshan,"NO.129-1 FEN JIANG ZHONG ROAD, FOSHAN, GUANGDONG, CHINA,Foshan,Guangdong,China",http://www.fstextiles.cn,MIRROR  LAMPWALL LAMPMIRROR LAMP
FOSHAN EVERBRIGHT IMPORT AND EXPORT COMPANY LIMITED,China,Foshan,"ROOM 701,BLOCK 2,HONGHUI DUSHI CHANYE XINCHENG,,Foshan,Guangdong,China",,"Solar flare system flood light, solar flood light, solar out door flood light, waterproof flood light, outdoot flood light, remote control flood light, remote flood light"
"FOSHAN FLC LIGHTING CO.,LTD",China,Foshan,"No.15 Xiang'an South Road,Jun'an Town,Shunde,Foshan,Guangdong,China,Foshan,Guangdong,China",http://www.fsflclighting.com,LED DOWN LIGHTLED FLOOD LIGHTLED FLOOD LIGHT
"FOSHAN GAOMING META  IMP. AND EXP. CO., LTD",China,Foshan,"NO.47,49,SHANGCHENG STREET,HECHENG,GAOMING DISTRICT,FOSHAN,GUANGDONG,CHINA,Foshan,Guangdong,China",,Led ceiling light  with sensorLed ceiling lightLed Mushroom Table Lamp
FOSHAN GUANGSHOU IMPORT AND EXPORT CO LTD,China,Foshan,"ROOM 303  INVESTMENT CENTER BUILDING, AREA A  GUANGFO AUTOMOBILE CITY,EXIT SHUIKOU ROAD,EAST SIDE OF FOSHAN 1ST RING ROAD, HECUN,LISHUI,NANHAI,FOSHAN,GUANGDONG CHINA,Foshan,Guangdong,China",,"Track Light, Plastic Track Light, Commercial LightPlastic T shape bulb, High power plastic bulb, T Bulb 38w, LED T bulb 48W E27 base, LED Plastic bulb manufacturer in China, Plastic+aluminum T shape bulb, China LED T Bulb suppliers, China supplier Aluminum Plastic T shape, energy saving LED bulbDie-casting T bulb, Led T shape bulb, LED T bulb, high power bulb, Die-casting T bulb manufacturer, high power bulb 50w, high power bulb 70w, high power bulb 100w, big power bulb, 20w 30w 40w 50w 60w 75w 100w 125w 150w T bulb"
FOSHAN JUNJING INDUSTRIAL CO.LTD.,China,Foshan,"4/F JINQIAO BUILDING HUAYUAN ROAD EAST FOSHAN,Foshan,Guangdong,China",http://www.fsjunjing.com,"led rechargeable torch, 3w led torchled rechargeable torch, led torch , 3W led torchled head light , led torch , lithium rechargeable headlight, 3w headlight"
"Foshan Kaicheng Lighting Co., Ltd.",China,Foshan,"No.16 Xingye Xi Road, Shishan Town, Nanhai District, Foshan City, Guangdong Province,Foshan,Guangdong,China",www.kcdlight.com,"LED floodlight, solar floodlight, outdoor light, outdoor solar light, high current lightKCD waterproof light, IP65 stadium light, outdoor light, 100w led solar floodlightLED street lights, mains street lights, outdoor street lights, road lights, street lights, outdoor lights, municipal road lights"
"FOSHAN LANTERN LIGHTING TECHNOLOGY CO., LTD",China,Foshan,"No. 15, Zhi An Middle Road, Jun An Town, Shun de District, Foshan, Guangdong, China,Shunde District,Foshan,Guangdong,China",www.bulbm.com,Linear 9w LED bulb9W economic LED bulbCOLOR BULB
"FOSHAN NANHAI REAL WIN IMPORT & EXPORT CO., LTD.",China,Foshan,"TOWER A BLUD6,TIANAN NANHAI CYBER PARK,JIANPING RD GUICHEN NANHAI DISTRICT FOSHAN CITY,Foshan,Guangdong,China",http://www.fsrealwin.com/,"LED track light, 30W LED track lightLED track light, 30W LED track lightLED DOWM LIGHT"
"Foshan OUYAD Electronic Co., Ltd",China,Foshan,"BUILDING 2, NO. 13, RONGXING  INDUSTRIAL BASE,  DA FENG TIAN ROAD, ,LUOCUN TOWN,,Foshan,Guangdong,China",http://www.ouyad.com,HY5532 VMIII 5500W off grid hybrid inverterHYG1033 10kw On grid off grid solar inverter3kva 3000W PWM off grid hybrid solar inverter
"FOSHAN RUNJING TRADING CO.,LTD",China,Foshan,"ROOM NO.205, NO.60 NANZHUANG DADAO XI, NANZHUANG TOWN,CHANCHENG DISTRICT, FOSHAN CITY,CHINA.,Foshan,Guangdong,China",,LED REFLECTORLED HEAD LIGHTTORCH
"Foshan Shipu Technology Lighting Co., Ltd.",China,Foshan,"No.19 Xiangan South Road, Changxing Industrial Area, Junan Town, Shunde District, Foshan City, Guangdong Province, China,Foshan,Guangdong,China",,OFFICE PANEL LIGHT ceiling light; panel light; downlightLED COB DOWN LIGHT
FOSHAN SHUNDE DISTRICT KINGON LIGHTING CORPORATION,China,,"No.16, West Changxing Avenue, Junan Town, Shunde District, Foshan City, Guangdong Province,China",www.kingon-led.com,moisture proof lampoutdoor lampsolar lamp
"FOSHAN SHUNDE KAITAO IMPORT AND EXPORT CO.,LTD",China,Foshan,"2F,NO.18 NORTH RONGGUI DADAO,DONGFENG,RONGGUI,SHUNDE,FOSHAN,Shunde District,Foshan,Guangdong,China",,exhaust fans/ventilation fansPvc Pipe AccessoriesBATHROOM FAN、SQUARE BATHROOM FAN
"FOSHAN SHUNDE OUYASHI ILLUMINATION ELECTRIC APPARATUS CO., LTD.",China,Foshan,"XIHUA NEW INDUSTRIAL ESTATE LELIU TOWN SHUNDE, FOSHAN, GUANGDONG,CHINA,Foshan,Guangdong,China",http://www.ouyashi.com,LED chargable lamp 8WDESK LAMPLED TABLE LAMP
"FOSHAN SKYPLANET IMPORT & EXPORT CO., LTD.",China,Foshan,"NO. 1 FENJIANG  XI RD., FOSHAN CITY,Foshan,Guangdong,China",http://www.fs-sp.com,Voltage stabilizer
"Foshan suoer electronic industry CO.,Ltd.",China,Foshan,"NO.2 VILLAGE, YANFENG ROAD, SHISHAN TOWN, NANHAI DISTRICT, FOSHAN CITY,Nanhai District,Foshan,Guangdong,China",http://www.chinasuoer.com,"5000W solar on grid invertersolar hybrid inverter , hybrid solar inverter, pure sine wave inverter5000W solar on grid inverter"
"FOSHAN TEXTILES IMPORT& EXPORT CO.,LTD.",China,Foshan,"NO.129-1 FEN JIANG ZHONG ROAD, FOSHAN, GUANGDONG, CHINA,Foshan,Guangdong,China",http://www.fstextiles.cn,"LED Fan Ceiling Light, LED Ceiling Light, Fan Light, Tuya Wifi Wiz App, LED Smart Ceiling Light, Phone Smart Control, LED Fan Light , Smart Fan Light，Ceiling Fan with Lights，LED CEILING FAN, fan light, led, led ceiling, LED Fan Ceiling , Tuya Wifi Wiz App, LED Smart Ceiling Light, Phone Smart Control, LED Fan LightLED CEILING FAN，LED Fan Ceiling , LED Ceiling Light, Fan Light, Tuya Wifi Wiz App, LED Smart Ceiling Light, Phone Smart"
"FOSHAN VPON ELECTRIC CO., LTD.",China,Foshan,"JIANGYI INDUSTRIAL ZONE,LELIU TOWN,SHUNDE DISTRICT,FOSHAN CITY,Foshan,Guangdong,China",http://www.vpon.net,LED Bulb with PIR Sensor E27 3W(White)switch人体感应灯泡12W(白光)
"FOSHAN XINFU IMP. & EXP. CO., LTD",China,Foshan,"N0.11 YIAOHUAYUAN LANE ROAD NO.30 DESHENG,RONGGUI, SHUNDE, GD,Foshan,Guangdong,China",http://XINFU.COM,table lamp
Fresh Source International Inc.,China,Zhongshan,"No.2, 2nd Road of Guanglong,Jinlong Industrial Park,West Area, Zhongshan,  Guangdong Province,Zhongshan,Guangdong,China",www.e-vang.com,"SOLAR FLOOD LIGHT, SOLAR MOTION ACTIVATED LIGHT, SOLAR WALL LIGHT"
Fuji Terminal China Inc.,China,Suzhou,"BUILDING D,11 QINGDAO EAST RD,TAICANG JIANGSU 215400 CHINA,Suzhou,Jiangsu,China",http://www.fujiterminal.com,Crimp TerminalsCrimp TerminalsCrimp Terminals
"Fujian DYNAVOLT Power Technology Co.,Ltd Chenghai Branch Company",China,Shantou,"15th Floor, Mengshi Square Office Building, Chenghai District, Shantou City,Shantou,Guangdong,China",http://www.dynavolt.net.cn/,battery，motorcycle
"FUJIAN ITAWA INDUSTRY CO., LTD.",China,Fuzhou,"2116-2119,BLOCK 2,THAIHOT PLAZA,NO.6,BANZHONG RD.,XINDIAN,JIN'AN DISTRICT,FUZHOU,CHINA,Fuzhou,Fujian,China",http://www.intaiwa.com,"LED ROAD LIGHT  LED路灯 LD029LED  Bulb, GU10Sensor Spot Light, Spot Light, Spot Light"
"FUJIAN METALS & MINERALS IMP. & EXP. CO., LTD.",China,Fuzhou,"9-10/F., TIANAO MANSION, 169 HUDONG ROAD, FUZHOU, CHINA,Fuzhou,Fujian,China",http://www.mimfj.com,"solar street light battery, solar street light waterproof, solar led street light outdoor, solar street light "
"FUJIAN MINHUA POWER SOURCE CO.,LTD",China,Quanzhou,"LONGQIAO INDUSTRIAL ZONE,ECONOMY DEVELOPMENT ZONE,AN'XI COUNTY,FUJIAN,CHINA,Quanzhou,Fujian,China",,"EV battery2V battery, solar battery, telecom & power stationGEL battery, Solar battery"
"FUJIAN SHIMATE IMPORT AND EXPORT TRADE CO., LTD",China,,"No. 17 Row 3, Xinglong Road, Qingyang Street, Jinjiang city, Quanzhou City, Fujian,Fujian,China",,EMT ConduitStrut ChannelEMT Conduit
"FUJIAN YDJ Light CO.,LTD",China,Fuzhou,"ZHENFENG INDUSTRIAL ZONE, XIANGQIAN TOWN, MINHOU COUNTY, FUZHOU, FUJIAN CHINA,Fuzhou,Fujian,China",http://www.ydj-light.com/,"New EU energy label compliant High efficiency and environment friendly Complete range for general lighting cover lamps and luminaires Voltage：220-240V CCT：3000K | 4000K | 6500K CRI：80 Lamp Base: E27 | B22A bulbRechargeable Emergency Light,camping light,partable light,rechargable lightt"
"FUXIN JIEKEDA ELECTRONIC CO.,LTD",China,Fuxin,"NO.67 ROAD C ECNOMIC ZONE,Fuxin,Liaoning,China",,capacitorcapacitorcapacitor
"FUZHOU BESTOWN INDUSTRY CO., LTD.",China,Fuzhou,"ROOM 1008,10/F HUAMIN BUILDING, NO.165 HUDONG ROAD,FUZHOU,FUJIAN,P.R.CHINA,Fuzhou,Fujian,China",,"Wood cover plate switch, DIY switch, assembly switch16A socket, Italy socket, DIY socketdoor bell switch, wall switch, assembly switch"
"FUZHOU COLSHINE ELECTRIC CO., LTD.",China,Fuzhou,"G5-516, SUNSHINE PARADISE, PANYU ROAD, JINSHAN, FUZHOU, CHINA,Fuzhou,Fujian,China",www.colshine.com,"led street light,road light, street lightsmetal lamp holder,E27E14 lamp base，Porcelain lamp holder, ceramic lamp holder, waterproof lamp holder, sauna lamp"
"FUZHOU EURO IMPORT AND EXPORT CO., LTD",China,Fuzhou,"FLAT C2D, 28F.,WORLD TRADE PLAZA, NO.71 WUSI ROAD, FUZHOU, CHINA,Fuzhou,Fujian,China",http://http:www. fuzhoueuro.com,EXTENSION SOCKETPLUGSWITCH
"FUZHOU FAITHREACH IMPORT AND EXPORT CO.,LTD",China,Fuzhou,"UNIT 2309,23RD FLOOR,ZHONGFU PLAZA, FUZHOU,  FUJIAN, CHINA,Fuzhou,Fujian,China",http://www.mostlamp.com; http://www.cnfjfr.com,"Porcelain lamp holder, porcelain lampholder, e27 porcelain lampholder, e27 porcelain lamp holder, ceramic lampholder, ceramic lamp holder, e27 ceramic lamp holder, e27 ceramic lampholder, 519, F519, e27 holder, e27 porcelain holder, e27 ceramic holder, e27 lamp holder, e27 lampholder, e27 lamp socketporcelain insulator,spool insulator, insulator,low voltage insulator,53-2,AR53-2,53-ARHalogen lampholder, halogen lamp holder, GU10,GZ10, MR16,G5.3"
"Fuzhou Guonzhou Electronic Co.,Ltd",China,Fuzhou,"No. 170, Jianxin Town, Cangshan District, Fuzhou City, Fujian Province, China.,Fuzhou,Fujian,China",http://www.fg-electronic.com,"FGE, LEDLED, Portable AC outlet night light, CDS senor night lightLED, push light, cabinet light"
"FUZHOU HEROSTART CO.,LTD",China,Fuzhou,"1501 FUSHENG BUILDING NO.9 GUTIAN ROAD GULOU DISTRICT FUZHOU,Fuzhou,Fujian,China",,LED STRIP LIGHTLED GARDEN LIGHTNYLON CABLE TIES
"Fuzhou Jinhuida Import & Export Co.,Ltd",China,Fuzhou,"ROOM904,11/F,WU SHAN RONG YU B2#,NO69 WUSHAN WEST ROAD,FUZHOU,CHINA,Fuzhou,Fujian,China",http://www.fzjinhuida.com,"industrial sockets and plugs , plug socketwall switches,wall socket, USB socketelectrical switches , switches"
"FUZHOU JINSHANYU IMPORT&EXPORT CO.,LTD.",China,Fuzhou,"Rm 1106 ,11/F,1-1# R&D Building,Straits Sci.& Tech. R&D Zone of Fuzhou Qinghua Ziguang Sci.& Tech. Park,30 Wulongjiang Ave.South, Shangjie Town, Minhou County,Fuzhou City, Fujian Province,China,Fuzhou,Fujian,China",,"二维码CLOAD CENTERSLED T BULB , LED BULB , LED LIGHT, LED LAMP, T LIGHT , T BULB,  T LAMP"
"FUZHOU KINGLUX IMPORT AND EXPORT CO.,LTD.",China,Fuzhou,"OFFICE 39-2 2ND FLOOR,NO.2 BUILDING,YUAN SHUAI MIAO HOUSING ESTATE,YANG QIAO DONG ROAD,GULOU DISTRICT,FUZHOU,FUJIAN,Fuzhou,Fujian,China",,"LED SOLAR STREET LIGHT,LED SOLAR FLOOD LIGHT,LED PANEL LIGHT,LED DOWN LIGHT,LED STRIP LIGHT"
"FUZHOU LINSHENG IMPORT&EXPORT TRADING CO.,LTD",China,Fuzhou,"R11/L15,BUILDINGA,SOUTHERN SIDE OF R&F CENTRE,SHANGPU RD,NINGHUA ST,TAIJIANG DISTRICT,FUZHOU,FUJIAN,Fuzhou,Fujian,China",http://www.fzlinsheng.com,"extension cord,  socket with switchextension cord,  socket with switchsocket, cable, plug, extention cord"
"FUZHOU POWER ELECTRICAL APPLIANCES CO.,LTD",China,Fuzhou,"Unit 2901-2907, 29/F, Building B2, R&F Centre, Shangpu Road, Taijiang District,  Fuzhou, Fujian, China,Fuzhou,Fujian,China",http://www.cn-lightings.com,"LED Ceiling Fixture, LED TUBEplugplug"
"FUZHOU QSUPER ELECTRICAL MACHINE CO.,LTD.",China,Fuzhou,"NO.282,WUSI ROAD,GULOU,FUZHOU,Fuzhou,Fujian,China",http://qsuperpower.com,"panel solares , china high quality high efficiency , solar cells, solar panel, factory price solar panel, efficient polycrystalline, 60cells poly, 280W poly solar panel, high efficiency solar panel, China best sale solar panel , solar cellssolar kit, solar power panel, kit solar, solares, high efficiency solar panel, efficient monocrystalline, Flexible mono solar panel , 120 mono half cell, mono solar panel, solar energy systemssolar panel, solar panel kit, solar powered, solar energy, mono solar panel, solar cells china, panels solar, solar panel system, 60 cells mono, solar panel 300w"
FUZHOU RUIHONG IMP.& EXP.CORP.,China,Fuzhou,"UNIT 1703,B3#,B AREA,R&F CENTER,SOUTH SIDE SHANGPU ROAD,NINGHUA STREET,TAIJIANG DISTRICT,FUZHOU,FUJIAN,Fuzhou,Fujian,China",,"switch , socket B22 lampholder adaptor lamp holder lamp socket converter led lamp bulb adapter lampholder base adaptorswitch , socket "
"FUZHOU SANDAO IMPORT&EXPORT TRADING CO.,LTD",China,Fuzhou,"R10/L15,BuildingA,SouthernSideofR&FCentre,ShangpuRd,NinghuaSt,TaijiangDistrict,Fuzhou,Fujian,Fuzhou,Fujian,China",,LED Strip lightSolar Street LightUFO
"FUZHOU SEKURO ELECTRICAL APPLIANCE CO., LTD.",China,Fuzhou,"ROOM 510. OFFICE BUILDING, NO.246 HULIN RD., FUZHOU, FUJIAN, CHINA,Fuzhou,Fujian,China",http://www.sekuro-ele.com,"Lamp Holderweather proof box, Electrical Box, die-cast aluminum boxPower wire, line wire, PVC wire, Electric wire, parallel wire"
"FUZHOU SHANYI ELECTRICAL APPLIANCE CO., LTD",China,Fuzhou,"FULONGE INDUSTRIAL ZONE, MEIXI TOWN,MINQING COUNTY,Fuzhou,Fujian,China",http://www.shanyi168.com,"SOCKET, SOCKET WITH CORDJUNCTION BOX, WIRING BOXLAMPHOLDER, LAMPHOLDER WITH CHAIN"
"FUZHOU SINGREE IMP.& EXP.CO.,LTD.",China,Fuzhou,"NO.98,NANPING EAST ROAD , FUZHOU,Fuzhou,Fujian,China",http://www.singree.cn/,LINE POST INSULATOR 57-13PIN  INSULATOR PROCELAIN INSULATORSPIN  INSULATOR
FUZHOU SPRING IMP & EXP CO;LTD,China,Fuzhou,"BUILDING C2, ROOM.1413-1414, WANDA PLAZA,NO.8 AOJIANG ROAD, TAIJIANG DISTRICT, FUZHOU, FUJIAN, CHINA.,Fuzhou,Fujian,China",http://www.fzspring.com/,"abs, SocketPlug, Socket, Nylon, TPEWall, Switch, ABS"
"Fuzhou Wells Import And Export Co., Ltd",China,Fuzhou,"Unit 305, Building 22, Phase II, Huichuang Famous Residence, No. 806, Jinzhou South Road, Jianxin Town, Cangshan District, Fuzhou City,Fuzhou,Fujian,China",http://www.china-wells.com,"Extension Socket，power stripModern Chandelier, Classic Home Decor E27 Gold Round Led Bubble Ball Modern Glass, Pendant LightNew Design Handmade Woven Bamboo Pendant Light, Rattan Hanging Lamps, Natural Chandelier"
"FUZHOU XINHUI IMPORT AND EXPORT CO.,LTD.",China,Fuzhou,"13-14,21ST FLOOR,FULI C AREA C1,SHANGPU GOAD,FUZHOU FUJIAN,Fuzhou,Fujian,China",http://www.xh58.com,"led Ceiling lamppendant lamp, DINING ROON LAMP, pendant lightRetro track light, spot light, ceiling track spot "
"FUZHOU YONGXINGFU IMP AND EXP.CO.,LTD",China,Fuzhou,"1612-B3 BAO LI TIAN YUE,PINGXI ROAD,GULOU DISTRICT,FUZHOU CITY,FUJIAN PROVINCE,CHINA,Fuzhou,Fujian,China",www.yxffz.com,"SOLAR LED STREET LIGHTLED FLOOD LIGHTLED LAMP,LOVE LAMP"
"GACIA ELECTRICAL APPLIANCE CO.,LTD",China,Wenzhou,"NO.1 Nanxijiang Road, Wenzhou Bridge Industrial Park, Beibaixiang Town, Yueqing City,Zhejiang Province,Wenzhou,Zhejiang,China",http://WWW.GACIA.COM.CN,"HIGH CAPACITY, THERMO-MAGNETIC PROTECTION , MCCB, AIR SWITCH1P+N MCB , 6kAMCCB, AIE SWITCH"
"GANSU LOONG LIGHTING SCIENTECH CO,LTD",China,Longnan,"Xihe county, longnan city, gansu province,Longnan,Gansu,China",,"Solar lampDanish wind, flowerpot, rechargable table lamp, portableSolar lamp"
"Gansu Shengjia Business Trade Co., Ltd",China,Lanzhou,"ROOM 601,NO.14 JINHAI GARDEN,DUNHUANG ROAD,QILIHE DISTRICT,LANZHOU,GANSU,Lanzhou,Gansu,China",,LED lightLED lightLED light
"GANSU WODE IMPORT & EXPORT CO., LTD.",China,Lanzhou,"78 HONGXING ROAD LANZHOU CHINA,Lanzhou,Gansu,China",,Table lamp
"Ganzhou Zhongguang Import and Export Trading Co., Ltd.",China,Ganzhou,"West District of Residential Committee,Industrial Park of Xinfeng County,Ganzhou City,Jiangxi Province,Ganzhou,Jiangxi,China",http://www.zhgdled.com/,SOLAR FLOOD LIGHT
"Gaozhou qifan Lighting Technology Co. , Ltd.",China,Maoming,"2nd and 3rd floor, 26 Hexi Road, Baoguang Street, Gaozhou City,Maoming,Guangdong,China",,"七彩，遥控Grow lamp, grow light, LED growing lampLED grow lamp, Grow light,Phytolamp"
GENERTEC INTERNATIONAL CORPORATION,China,City,"BUIIDING NO. 910 JIN SONG 9RD ZONE CHAO YANG DISTRICT, BEIJING,City,Beijing,China",http://www.genertec.com.cn,desk lamp，table lamp，foldable lampRechargeable Cool Mist Travel Humidifier Lamp Air Cute Portable Humidifier for Wholesalecamping night light，camping fan
"Ginlong Technologies Co.,Ltd.",China,Ningbo,"NO. 57 JINTONG ROAD,BINHAI INDUSTRIAL PARK, XIANGSHAN,Ningbo,Zhejiang,China",http://www.solisinverters.com,"RAI-3K-48ES-5GPV Inverter, Solar InverterSolar Inverter, PV Inverter"
"GLAMOR OPTOELECTRONICS TECHNOLOGY CO.,LTD",China,Zhongshan,"NO.3,GUANGFENG INDUSTRIAL PARK ,WEST DISTRICT ,ZHONGSHAN ,GUANGDONG ,CHINA,Zhongshan City,Zhongshan,Guangdong,China",http://www.glamorled.com,"36V Christmas light,, 36V Christmas light string,, 36V fairy light，, 36V light chain, 36V  string light,, 36V festival light, , 36V String light wholesales, , 36V String light commercial, , 36V String light manufacturer,, 36V String light liveHight lumen output , Back light , Slim frame, Driver built in, , PC house, CCT clip, 2 in 1 available, Driver changeable,Christmas light, light chain, string light,, RGB string light, String light commercial, String light manufacturer, 2020 canton fair String light, String light live, String light wholesales, String light live, festival light"
Glory Stand (Qingyuan) Energy Limited,China,Qingyuan,"No.32 Ngai Lik Electronics Industrial Estate, Longtang Town, Qingyuan Experimental Economy Dev. Qingyuan City, Guangdong Province, China.,Qingyuan,Guangdong,China",https://www.msn-battery.com/,"12v lifepo4 battery pack,12ah lifepo4 battery pack, lithium ion battery pack32700 lifepo4 battery cell"
"GMY LIGHTING TECHNOLOGY CO., LTD.",China,Jiangmen,"NO.328 XINXING ROAD, GONGHE TOWN, HESHAN CITY, GUANGDONG, CHINA,Heshan City,Jiangmen,Guangdong,China",http://www.gmylight.com,"222nm far uv light , 222nm disinfection lamp, 222nm uvc light, 222nm ultraviolet light, 222nm excimer lamp fixtureUVC lamp， germicidal table lamp, sterilized lamp, UVC light,  remote control, delay start, , 185nm, 253.7nm, 254nm, Ultraviolet, kill bacteria,, kill germ, kill virus, air purify"
"GRANDGLOW NEW ENERGY TECHNOLOGY CO., LTD.",China,Huangshi,"NO. 278, ZHONGSHAN AVENUE , HUANGJINSHAN NATIONAL HIGH-TECH ECONOMIC DEVELOPMENT ZONE,Huangshi,Hubei,China",http://www.grandglow.net,solar 1-phase on grid inverter
"GREENDAY TECHNOLOGY CO.,LTD.",China,Quanzhou,"NO.24,XINGZHAI INDUSTRY AREA,LUOJIANG,Quanzhou,Fujian,China",,"solar light, outdoor light, gardensolar light, outdoor light, gardenSOLAR LIGHT"
"GUANGDONG  ROULE ELECTRONICS  CO.,LTD。",China,Zhuhai,"NO.12 PINGDONG 3 RD.NANPING INDUSTRY COMMUNITY,ZHUHAI.CHINA,Zhuhai,Guangdong,China",http://www.china-rl.com,"Wifi Video Doorbell, Roule wifi video doorbell  , RL smart video doorbellinfrared doorchime, door bell, bell, PIR sensor, motion sensor, alarm, rl, rouleTUYA , alarm, wifi alarm, smart alarm , rl , roule, sensor, infrared alarm, wifi sensor"
"Guangdong Aokete New Material Technology Share Holding Co., Ltd.",China,Zhongshan,"Zhongshan,Guangdong,China",http://www.gdaktlighting.com,"Solar Landscape Light, Solar Street Light,  Integrated Solar Street LightLED Solar Streetlight, Solar Streetlight, Complete Set Solar LightLED Panel Light , Back lite LED Panel Light , 2 by 2 LED Panel Light , 595*595 LED Panel Light "
"GUANGDONG AOKLY GROUP CO.,LTD",China,,"NORTH OF S347, DONGSHEN VILLAGE, DONGHUA TOWN, YINGDE CITY, GUANGDONG PROVINCE.,Guangdong,China",http://www.aokly-battery.com,VRLA BatteryTraction Battery 6PZB600VRLA Battery
